1.000000000000000056e-01,1.760864257812500000e-02
1.500000000000000222e-01,4.241943359375000000e-03
2.000000000000000389e-01,1.062011718750000000e-02
2.500000000000000555e-01,9.643554687500000000e-03
3.000000000000000444e-01,2.432250976562500000e-02
3.500000000000000888e-01,2.438354492187500000e-02
4.000000000000001332e-01,1.498413085937500000e-02
4.500000000000000666e-01,1.910400390625000000e-02
5.000000000000001110e-01,1.300048828125000000e-02
5.500000000000001554e-01,4.342651367187500000e-02
6.000000000000001998e-01,1.727294921875000000e-02
6.500000000000001332e-01,2.563476562500000000e-02
7.000000000000001776e-01,2.529907226562500000e-02
7.500000000000002220e-01,3.607177734375000000e-02
8.000000000000001554e-01,3.967285156250000000e-02
8.500000000000001998e-01,3.842163085937500000e-02
9.000000000000002442e-01,4.281616210937500000e-02
9.500000000000002887e-01,4.721069335937500000e-02
1.000000000000000444e+00,5.142211914062500000e-02
1.050000000000000266e+00,5.551147460937500000e-02
1.100000000000000533e+00,5.950927734375000000e-02
1.150000000000000355e+00,6.338500976562500000e-02
1.200000000000000400e+00,6.704711914062500000e-02
1.250000000000000444e+00,7.040405273437500000e-02
1.300000000000000488e+00,7.382202148437500000e-02
1.350000000000000533e+00,7.708740234375000000e-02
1.400000000000000577e+00,8.007812500000000000e-02
1.450000000000000622e+00,8.300781250000000000e-02
1.500000000000000444e+00,8.578491210937500000e-02
1.550000000000000488e+00,8.862304687500000000e-02
1.600000000000000533e+00,9.094238281250000000e-02
1.650000000000000577e+00,9.332275390625000000e-02
1.700000000000000622e+00,9.558105468750000000e-02
1.750000000000000666e+00,1.001586914062500000e-01
1.800000000000000711e+00,1.006774902343750000e-01
1.850000000000000755e+00,1.015930175781250000e-01
1.900000000000000799e+00,1.041564941406250000e-01
1.950000000000000622e+00,1.096801757812500000e-01
2.000000000000000444e+00,1.105957031250000000e-01
2.050000000000000711e+00,1.090698242187500000e-01
2.100000000000000977e+00,1.117248535156250000e-01
2.150000000000000799e+00,1.172180175781250000e-01
2.200000000000000622e+00,1.189880371093750000e-01
2.250000000000000888e+00,1.165771484375000000e-01
2.300000000000000711e+00,1.177978515625000000e-01
2.350000000000000977e+00,1.235656738281250000e-01
2.400000000000000799e+00,1.256103515625000000e-01
2.450000000000001066e+00,1.231079101562500000e-01
2.500000000000000888e+00,1.230468750000000000e-01
2.550000000000000711e+00,1.278991699218750000e-01
2.600000000000000977e+00,1.311035156250000000e-01
2.650000000000000799e+00,1.286926269531250000e-01
2.700000000000001066e+00,1.273498535156250000e-01
2.750000000000000888e+00,1.315307617187500000e-01
2.800000000000001155e+00,1.352844238281250000e-01
2.850000000000000977e+00,1.334533691406250000e-01
2.900000000000000799e+00,1.310424804687500000e-01
2.950000000000001066e+00,1.342163085937500000e-01
