1.000000000000000056e-01,5.889892578125000000e-03
5.099999999999999645e+00,2.896423339843750000e-01
1.009999999999999964e+01,2.946472167968750000e-01
1.509999999999999964e+01,2.954406738281250000e-01
2.010000000000000142e+01,2.966918945312500000e-01
2.510000000000000142e+01,2.973327636718750000e-01
3.010000000000000142e+01,2.960510253906250000e-01
3.510000000000000142e+01,2.961425781250000000e-01
4.010000000000000142e+01,3.267211914062500000e-01
4.510000000000000142e+01,2.964477539062500000e-01
5.010000000000000142e+01,2.959899902343750000e-01
5.510000000000000142e+01,2.960510253906250000e-01
6.010000000000000142e+01,2.962646484375000000e-01
6.509999999999999432e+01,2.957763671875000000e-01
7.009999999999999432e+01,2.956542968750000000e-01
7.509999999999999432e+01,2.959594726562500000e-01
8.009999999999999432e+01,2.957153320312500000e-01
8.509999999999999432e+01,2.955932617187500000e-01
9.009999999999999432e+01,2.956237792968750000e-01
9.509999999999999432e+01,2.959899902343750000e-01
1.000999999999999943e+02,2.958068847656250000e-01
1.050000000000000000e+02,2.954711914062500000e-01
2.315555555555555657e+03,2.884826660156250000e-01
4.526111111111111313e+03,2.874450683593750000e-01
6.736666666666666970e+03,2.955932617187500000e-01
8.947222222222222626e+03,2.929077148437500000e-01
1.115777777777777737e+04,2.859497070312500000e-01
1.336833333333333394e+04,2.978515625000000000e-01
1.557888888888889051e+04,2.901916503906250000e-01
1.778944444444444525e+04,2.476501464843750000e-01
2.000000000000000000e+04,1.973876953125000000e-01
2.000000000000000000e+04,1.967773437500000000e-01
2.083103448275861956e+04,1.509094238281250000e-01
2.166206896551724276e+04,1.508789062500000000e-01
2.249310344827586232e+04,1.004638671875000000e-01
2.332413793103448188e+04,1.015319824218750000e-01
2.415517241379310144e+04,1.004943847656250000e-01
2.498620689655172464e+04,1.020202636718750000e-01
2.581724137931034420e+04,7.565307617187500000e-02
2.664827586206896376e+04,7.583618164062500000e-02
2.747931034482758696e+04,7.473754882812500000e-02
2.831034482758620652e+04,7.476806640625000000e-02
2.914137931034482608e+04,5.996704101562500000e-02
2.997241379310344928e+04,5.999755859375000000e-02
3.080344827586206884e+04,5.978393554687500000e-02
3.163448275862068840e+04,5.990600585937500000e-02
3.246551724137931160e+04,5.999755859375000000e-02
3.329655172413792752e+04,5.899047851562500000e-02
3.412758620689655072e+04,4.461669921875000000e-02
3.495862068965517392e+04,4.501342773437500000e-02
3.578965517241379712e+04,4.516601562500000000e-02
3.662068965517241304e+04,4.516601562500000000e-02
3.745172413793103624e+04,4.458618164062500000e-02
3.828275862068965216e+04,4.501342773437500000e-02
3.911379310344827536e+04,4.473876953125000000e-02
3.994482758620689856e+04,4.498291015625000000e-02
4.077586206896552176e+04,3.149414062500000000e-02
4.160689655172413768e+04,3.128051757812500000e-02
4.243793103448275360e+04,3.149414062500000000e-02
4.326896551724137680e+04,3.109741210937500000e-02
4.410000000000000000e+04,3.152465820312500000e-02
